Date-Time,Light,Monitor 1 Spider 1,Monitor 1 Spider 3,Monitor 1 Spider 4,Monitor 1 Spider 5,Monitor 1 Spider 6,Monitor 1 Spider 7,Monitor 1 Spider 8,Monitor 1 Spider 10
2017-08-12 01:26:00,0,0.0,3,0,0,0,0,0,0
2017-08-12 01:27:00,0,0.0,5,0,0,0,0,0,0
2017-08-12 01:28:00,0,0.0,7,0,0,0,0,0,0
2017-08-12 01:29:00,0,0.0,1,0,0,0,0,4,0
2017-08-12 01:30:00,0,0.0,3,9,0,0,0,1,0
2017-08-12 01:31:00,0,0.0,0,5,0,0,0,7,0
2017-08-12 01:32:00,0,0.0,0,4,0,0,0,0,0
2017-08-12 01:33:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 01:34:00,0,0.0,18,4,0,0,0,0,0
2017-08-12 01:35:00,0,0.0,4,0,0,0,0,9,0
2017-08-12 01:36:00,0,0.0,0,0,0,0,0,3,0
2017-08-12 01:37:00,0,0.0,0,0,0,0,0,9,0
2017-08-12 01:38:00,0,0.0,5,0,0,0,0,2,0
2017-08-12 01:39:00,0,0.0,3,5,0,0,0,1,0
2017-08-12 01:40:00,0,0.0,3,5,0,0,0,1,0
2017-08-12 01:41:00,0,0.0,7,5,0,0,0,8,0
2017-08-12 01:42:00,0,0.0,0,3,0,0,0,0,0
2017-08-12 01:43:00,0,0.0,0,4,0,0,0,7,0
2017-08-12 01:44:00,0,0.0,0,6,0,10,0,0,0
2017-08-12 01:45:00,0,0.0,0,2,0,4,0,0,0
2017-08-12 01:46:00,0,0.0,0,1,0,4,0,4,0
2017-08-12 01:47:00,0,0.0,0,0,0,1,0,0,0
2017-08-12 01:48:00,0,0.0,0,4,0,5,0,7,0
2017-08-12 01:49:00,0,0.0,0,4,0,2,0,11,0
2017-08-12 01:50:00,0,0.0,0,0,0,2,0,1,0
2017-08-12 01:51:00,0,0.0,0,3,0,0,0,0,0
2017-08-12 01:52:00,0,0.0,0,1,0,1,0,5,0
2017-08-12 01:53:00,0,0.0,0,4,0,6,0,8,0
2017-08-12 01:54:00,0,0.0,0,1,0,0,0,0,0
2017-08-12 01:55:00,0,0.0,0,1,0,3,0,7,0
2017-08-12 01:56:00,0,0.0,0,4,0,3,0,9,0
2017-08-12 01:57:00,0,0.0,0,0,0,2,0,0,0
2017-08-12 01:58:00,0,0.0,0,0,0,0,0,4,0
2017-08-12 01:59:00,0,0.0,0,2,0,6,0,6,0
2017-08-12 02:00:00,0,0.0,0,3,0,2,0,2,0
2017-08-12 02:01:00,0,0.0,4,2,0,3,0,2,0
2017-08-12 02:02:00,0,0.0,0,0,0,5,0,8,0
2017-08-12 02:03:00,0,0.0,0,0,0,6,0,12,0
2017-08-12 02:04:00,0,0.0,1,0,0,1,0,0,0
2017-08-12 02:05:00,0,0.0,3,0,0,0,0,0,0
2017-08-12 02:06:00,0,0.0,6,0,0,0,0,4,0
2017-08-12 02:07:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 02:08:00,0,0.0,3,0,0,2,0,0,0
2017-08-12 02:09:00,0,0.0,0,0,0,0,0,4,0
2017-08-12 02:10:00,0,0.0,4,0,0,0,0,30,0
2017-08-12 02:11:00,0,0.0,13,0,0,0,0,13,0
2017-08-12 02:12:00,0,0.0,1,0,0,0,0,24,0
2017-08-12 02:13:00,0,0.0,9,0,0,0,0,13,0
2017-08-12 02:14:00,0,0.0,0,0,0,0,0,52,0
2017-08-12 02:15:00,0,0.0,0,0,0,0,0,26,0
2017-08-12 02:16:00,0,0.0,0,0,0,0,2,38,0
2017-08-12 02:17:00,0,0.0,6,0,0,0,2,30,0
2017-08-12 02:18:00,0,0.0,7,0,0,0,0,26,0
2017-08-12 02:19:00,0,0.0,5,0,0,0,10,14,0
2017-08-12 02:20:00,0,0.0,5,0,0,0,15,14,0
2017-08-12 02:21:00,0,0.0,2,0,0,0,0,16,0
2017-08-12 02:22:00,0,0.0,9,6,0,0,22,13,0
2017-08-12 02:23:00,0,0.0,7,6,0,0,6,17,0
2017-08-12 02:24:00,0,0.0,4,5,0,0,6,19,0
2017-08-12 02:25:00,0,0.0,0,2,0,0,7,29,0
2017-08-12 02:26:00,0,0.0,5,6,0,0,14,33,0
2017-08-12 02:27:00,0,0.0,8,0,0,0,14,22,0
2017-08-12 02:28:00,0,0.0,3,0,0,0,11,0,0
2017-08-12 02:29:00,0,0.0,9,5,0,0,16,0,14
2017-08-12 02:30:00,0,0.0,0,2,0,0,9,0,11
2017-08-12 02:31:00,0,0.0,1,0,0,0,0,0,4
2017-08-12 02:32:00,0,0.0,22,4,0,0,18,0,9
2017-08-12 02:33:00,0,0.0,0,2,0,0,0,0,3
2017-08-12 02:34:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 02:35:00,0,0.0,4,2,0,0,0,0,9
2017-08-12 02:36:00,0,0.0,0,4,0,0,0,24,3
2017-08-12 02:37:00,0,0.0,8,0,0,0,0,21,3
2017-08-12 02:38:00,0,0.0,14,3,0,0,0,44,4
2017-08-12 02:39:00,0,0.0,0,0,0,0,0,35,11
2017-08-12 02:40:00,0,0.0,0,3,0,0,0,37,4
2017-08-12 02:41:00,0,0.0,0,6,0,0,0,40,5
2017-08-12 02:42:00,0,0.0,0,4,0,0,0,47,5
2017-08-12 02:43:00,0,0.0,0,8,0,0,0,65,13
2017-08-12 02:44:00,0,0.0,0,0,0,0,0,59,0
2017-08-12 02:45:00,0,0.0,0,0,0,0,0,49,13
2017-08-12 02:46:00,0,0.0,0,0,0,0,0,51,5
2017-08-12 02:47:00,0,0.0,0,0,0,0,0,22,0
2017-08-12 02:48:00,0,0.0,0,0,0,0,0,16,0
2017-08-12 02:49:00,0,0.0,0,2,0,0,0,18,6
2017-08-12 02:50:00,0,0.0,0,10,0,0,0,7,6
2017-08-12 02:51:00,0,0.0,0,3,0,0,0,6,6
2017-08-12 02:52:00,0,0.0,0,4,0,0,0,0,0
2017-08-12 02:53:00,0,0.0,0,8,0,0,0,0,8
2017-08-12 02:54:00,0,0.0,0,2,0,0,0,7,17
2017-08-12 02:55:00,0,0.0,0,0,0,0,0,12,0
2017-08-12 02:56:00,0,0.0,0,0,0,0,0,4,4
2017-08-12 02:57:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 02:58:00,0,0.0,0,2,0,0,0,0,0
2017-08-12 02:59:00,0,0.0,0,3,0,0,0,0,23
2017-08-12 03:00:00,0,0.0,0,3,0,0,0,0,5
2017-08-12 03:01:00,0,0.0,0,0,0,0,0,0,7
2017-08-12 03:02:00,0,0.0,0,0,0,0,0,0,12
2017-08-12 03:03:00,0,0.0,0,6,7,0,0,0,1
2017-08-12 03:04:00,0,3.0,0,5,7,0,0,0,23
2017-08-12 03:05:00,0,9.0,0,0,0,0,0,0,13
2017-08-12 03:06:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:07:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:08:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:09:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:10:00,0,0.0,0,0,6,0,0,0,0
2017-08-12 03:11:00,0,0.0,14,0,1,0,0,0,0
2017-08-12 03:12:00,0,0.0,9,0,0,0,0,0,0
2017-08-12 03:13:00,0,0.0,6,0,0,0,0,0,0
2017-08-12 03:14:00,0,0.0,0,0,0,0,7,0,0
2017-08-12 03:15:00,0,0.0,2,0,0,0,0,0,0
2017-08-12 03:16:00,0,0.0,0,0,0,0,13,0,0
2017-08-12 03:17:00,0,0.0,4,13,0,0,0,0,0
2017-08-12 03:18:00,0,0.0,4,0,11,0,4,0,0
2017-08-12 03:19:00,0,0.0,10,4,0,0,0,0,0
2017-08-12 03:20:00,0,0.0,2,2,0,0,0,0,0
2017-08-12 03:21:00,0,4.0,13,0,0,0,18,0,0
2017-08-12 03:22:00,0,1.0,8,9,4,11,0,0,0
2017-08-12 03:23:00,0,0.0,0,1,0,1,0,0,0
2017-08-12 03:24:00,0,3.0,4,3,3,9,3,0,0
2017-08-12 03:25:00,0,3.0,1,0,0,1,15,0,0
2017-08-12 03:26:00,0,2.0,2,5,0,2,0,0,0
2017-08-12 03:27:00,0,3.0,0,3,0,3,0,0,0
2017-08-12 03:28:00,0,2.0,9,2,14,0,0,0,0
2017-08-12 03:29:00,0,5.0,4,2,4,0,0,0,0
2017-08-12 03:30:00,0,18.0,0,0,1,0,0,0,0
2017-08-12 03:31:00,0,19.0,0,5,0,0,13,0,0
2017-08-12 03:32:00,0,4.0,0,3,0,0,0,0,0
2017-08-12 03:33:00,0,3.0,0,2,0,3,0,0,0
2017-08-12 03:34:00,0,0.0,0,5,0,0,0,0,0
2017-08-12 03:35:00,0,0.0,0,5,0,2,23,0,0
2017-08-12 03:36:00,0,0.0,0,2,0,3,0,0,0
2017-08-12 03:37:00,0,0.0,0,0,12,3,0,0,0
2017-08-12 03:38:00,0,0.0,0,0,0,0,35,0,0
2017-08-12 03:39:00,0,0.0,0,0,0,0,18,0,0
2017-08-12 03:40:00,0,0.0,0,9,29,0,0,0,0
2017-08-12 03:41:00,0,0.0,0,4,0,0,0,0,0
2017-08-12 03:42:00,0,7.0,0,4,0,2,0,0,0
2017-08-12 03:43:00,0,0.0,0,1,11,5,0,0,0
2017-08-12 03:44:00,0,0.0,0,2,0,0,0,0,0
2017-08-12 03:45:00,0,0.0,0,0,0,2,0,0,0
2017-08-12 03:46:00,0,0.0,0,0,0,9,0,0,0
2017-08-12 03:47:00,0,0.0,0,0,0,9,0,0,0
2017-08-12 03:48:00,0,0.0,0,0,0,16,0,0,0
2017-08-12 03:49:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:50:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:51:00,0,0.0,11,0,0,0,0,0,0
2017-08-12 03:52:00,0,0.0,15,0,0,0,0,0,0
2017-08-12 03:53:00,0,0.0,2,0,0,0,0,0,0
2017-08-12 03:54:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:55:00,0,0.0,0,3,15,0,0,0,0
2017-08-12 03:56:00,0,0.0,0,9,16,0,0,0,0
2017-08-12 03:57:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 03:58:00,0,0.0,0,4,0,1,0,0,0
2017-08-12 03:59:00,0,0.0,15,2,0,0,0,0,0
2017-08-12 04:00:00,0,0.0,0,9,0,0,0,0,0
2017-08-12 04:01:00,0,0.0,9,4,0,0,0,0,0
2017-08-12 04:02:00,0,0.0,7,4,0,0,0,0,0
2017-08-12 04:03:00,0,0.0,0,6,0,0,0,0,0
2017-08-12 04:04:00,0,0.0,5,3,0,0,0,0,0
2017-08-12 04:05:00,0,0.0,10,0,0,0,0,0,0
2017-08-12 04:06:00,0,0.0,0,5,31,0,0,0,0
2017-08-12 04:07:00,0,0.0,13,3,13,0,0,0,0
2017-08-12 04:08:00,0,0.0,13,6,24,0,0,0,0
2017-08-12 04:09:00,0,0.0,8,0,0,0,0,0,0
2017-08-12 04:10:00,0,0.0,7,3,0,0,0,0,0
2017-08-12 04:11:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:12:00,0,0.0,14,0,0,0,0,0,0
2017-08-12 04:13:00,0,0.0,16,0,0,0,0,0,0
2017-08-12 04:14:00,0,0.0,1,0,0,0,0,0,0
2017-08-12 04:15:00,0,0.0,2,9,0,0,0,0,0
2017-08-12 04:16:00,0,0.0,0,4,0,0,0,0,0
2017-08-12 04:17:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:18:00,0,0.0,0,2,0,0,0,0,0
2017-08-12 04:19:00,0,0.0,0,8,0,0,0,0,0
2017-08-12 04:20:00,0,0.0,0,3,0,0,0,0,0
2017-08-12 04:21:00,0,0.0,0,8,0,0,0,0,0
2017-08-12 04:22:00,0,0.0,0,2,0,0,0,0,0
2017-08-12 04:23:00,0,0.0,0,5,23,0,0,0,0
2017-08-12 04:24:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:25:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:26:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:27:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:28:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:29:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:30:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:31:00,0,0.0,5,0,0,0,0,0,0
2017-08-12 04:32:00,0,0.0,8,6,0,0,0,0,0
2017-08-12 04:33:00,0,0.0,2,0,0,0,0,0,0
2017-08-12 04:34:00,0,0.0,0,5,0,0,0,0,0
2017-08-12 04:35:00,0,0.0,3,0,0,0,0,0,0
2017-08-12 04:36:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:37:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:38:00,0,0.0,6,0,0,0,0,0,0
2017-08-12 04:39:00,0,0.0,4,0,0,0,0,0,0
2017-08-12 04:40:00,0,0.0,6,0,0,0,0,0,0
2017-08-12 04:41:00,0,0.0,9,1,0,0,0,0,0
2017-08-12 04:42:00,0,0.0,5,8,0,0,0,0,0
2017-08-12 04:43:00,0,0.0,3,2,0,0,0,0,0
2017-08-12 04:44:00,0,0.0,8,7,0,0,0,0,0
2017-08-12 04:45:00,0,0.0,4,0,0,0,0,8,0
2017-08-12 04:46:00,0,0.0,9,0,0,0,0,0,0
2017-08-12 04:47:00,0,0.0,12,0,0,0,0,7,0
2017-08-12 04:48:00,0,0.0,7,0,0,0,0,2,0
2017-08-12 04:49:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 04:50:00,0,0.0,0,0,0,0,0,6,0
2017-08-12 04:51:00,0,0.0,0,2,0,0,0,0,0
2017-08-12 04:52:00,0,0.0,0,5,0,0,0,4,0
2017-08-12 04:53:00,0,0.0,0,5,0,0,0,0,0
2017-08-12 04:54:00,0,0.0,0,6,0,0,0,4,0
2017-08-12 04:55:00,0,0.0,0,4,0,0,0,0,0
2017-08-12 04:56:00,0,0.0,0,5,0,0,0,0,0
2017-08-12 04:57:00,0,0.0,0,0,0,0,0,8,0
2017-08-12 04:58:00,0,0.0,3,0,0,0,0,0,0
2017-08-12 04:59:00,0,0.0,0,0,0,0,0,6,0
2017-08-12 05:00:00,0,0.0,4,0,0,0,0,0,0
2017-08-12 05:01:00,0,0.0,1,0,0,0,0,3,0
2017-08-12 05:02:00,0,0.0,2,0,0,0,0,4,0
2017-08-12 05:03:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:04:00,0,0.0,5,0,0,0,0,0,0
2017-08-12 05:05:00,0,0.0,7,0,0,0,0,0,0
2017-08-12 05:06:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:07:00,0,0.0,5,0,0,0,0,0,0
2017-08-12 05:08:00,0,0.0,3,0,0,0,0,2,0
2017-08-12 05:09:00,0,0.0,10,0,0,0,0,0,0
2017-08-12 05:10:00,0,0.0,6,0,0,0,0,10,0
2017-08-12 05:11:00,0,0.0,13,0,0,0,0,0,0
2017-08-12 05:12:00,0,0.0,12,0,0,0,0,7,0
2017-08-12 05:13:00,0,0.0,0,0,0,0,0,3,0
2017-08-12 05:14:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:15:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:16:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:17:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:18:00,0,0.0,0,1,0,0,0,4,7
2017-08-12 05:19:00,0,0.0,0,6,0,4,0,4,1
2017-08-12 05:20:00,0,0.0,0,4,0,2,3,0,15
2017-08-12 05:21:00,0,0.0,0,5,0,2,3,4,8
2017-08-12 05:22:00,0,0.0,0,2,0,3,6,13,5
2017-08-12 05:23:00,0,0.0,0,2,0,0,0,0,5
2017-08-12 05:24:00,0,0.0,0,4,0,3,0,9,5
2017-08-12 05:25:00,0,0.0,0,4,0,4,8,0,7
2017-08-12 05:26:00,0,0.0,11,4,0,3,6,4,0
2017-08-12 05:27:00,0,0.0,3,0,0,9,0,0,0
2017-08-12 05:28:00,0,0.0,10,0,0,4,0,0,3
2017-08-12 05:29:00,0,0.0,2,0,0,0,0,0,4
2017-08-12 05:30:00,0,0.0,2,0,0,0,0,0,5
2017-08-12 05:31:00,0,0.0,14,0,0,0,9,7,4
2017-08-12 05:32:00,0,0.0,0,0,0,0,0,0,4
2017-08-12 05:33:00,0,0.0,0,0,0,0,19,0,4
2017-08-12 05:34:00,0,0.0,0,0,0,0,4,6,0
2017-08-12 05:35:00,0,0.0,0,0,0,0,15,0,11
2017-08-12 05:36:00,0,0.0,15,0,0,0,2,6,1
2017-08-12 05:37:00,0,0.0,0,0,0,0,0,3,11
2017-08-12 05:38:00,0,0.0,11,0,0,0,0,15,0
2017-08-12 05:39:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:40:00,0,0.0,3,0,0,0,0,0,0
2017-08-12 05:41:00,0,0.0,6,0,0,0,0,0,0
2017-08-12 05:42:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:43:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:44:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:45:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:46:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:47:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:48:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:49:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:50:00,0,0.0,5,0,0,0,0,0,0
2017-08-12 05:51:00,0,0.0,6,0,0,0,0,0,0
2017-08-12 05:52:00,0,0.0,6,0,0,0,0,0,0
2017-08-12 05:53:00,0,0.0,4,0,0,0,0,0,0
2017-08-12 05:54:00,0,0.0,2,0,0,0,0,0,0
2017-08-12 05:55:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:56:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:57:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:58:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 05:59:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:00:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:01:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:02:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:03:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:04:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:05:00,0,0.0,8,0,0,0,0,0,0
2017-08-12 06:06:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:07:00,0,0.0,5,0,0,0,0,0,0
2017-08-12 06:08:00,0,0.0,6,0,0,0,0,0,0
2017-08-12 06:09:00,0,0.0,0,0,0,0,0,1,0
2017-08-12 06:10:00,0,0.0,0,0,0,0,0,7,0
2017-08-12 06:11:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:12:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:13:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:14:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:15:00,0,21.0,0,0,0,0,0,0,0
2017-08-12 06:16:00,0,6.0,0,0,0,0,0,0,0
2017-08-12 06:17:00,0,12.0,0,0,0,0,0,0,0
2017-08-12 06:18:00,0,4.0,0,0,0,0,0,0,0
2017-08-12 06:19:00,0,5.0,0,0,0,0,0,0,0
2017-08-12 06:20:00,0,5.0,0,0,0,0,0,0,0
2017-08-12 06:21:00,0,5.0,6,0,0,0,0,0,0
2017-08-12 06:22:00,0,2.0,10,0,0,0,0,0,0
2017-08-12 06:23:00,0,9.0,0,11,0,0,0,0,0
2017-08-12 06:24:00,0,18.0,0,8,0,0,0,0,0
2017-08-12 06:25:00,0,0.0,0,3,0,0,0,0,0
2017-08-12 06:26:00,0,0.0,5,8,0,0,0,0,0
2017-08-12 06:27:00,0,0.0,16,5,0,0,0,0,0
2017-08-12 06:28:00,0,0.0,7,0,0,0,0,0,0
2017-08-12 06:29:00,0,0.0,3,1,0,0,0,0,0
2017-08-12 06:30:00,0,0.0,0,2,0,0,0,0,0
2017-08-12 06:31:00,0,0.0,0,3,0,0,0,0,0
2017-08-12 06:32:00,0,0.0,0,3,0,0,0,0,0
2017-08-12 06:33:00,0,0.0,0,1,0,0,0,0,0
2017-08-12 06:34:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:35:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:36:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:37:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:38:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:39:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:40:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:41:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:42:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:43:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:44:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:45:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:46:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:47:00,0,0.0,0,11,0,0,0,0,0
2017-08-12 06:48:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:49:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:50:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:51:00,0,0.0,0,1,0,0,0,0,0
2017-08-12 06:52:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:53:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:54:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:55:00,0,0.0,0,0,0,0,0,0,0
2017-08-12 06:56:00,0,0.0,0,3,0,0,0,0,0
